File,Binary.Label,Multiclass.Label
C2P3E1.jpg,healthy,healthy
C1P40H1.jpg,healthy,healthy
C2P3E2.jpg,unhealthy,rust_level_3
C2P4E2.jpg,unhealthy,rust_level_4
C2P3H1.jpg,healthy,healthy
C2P4H1.jpg,healthy,healthy
C2P4H2.jpg,unhealthy,rust_level_2
C2P5E1.jpg,healthy,healthy
C2P5E2.jpg,unhealthy,rust_level_4
C2P5H1.jpg,healthy,healthy
C2P3H2.jpg,unhealthy,rust_level_3
C2P5H2.jpg,unhealthy,rust_level_2
C2P4E1.jpg,healthy,healthy
C2P7H2.jpg,unhealthy,rust_level_1
C2P6E1.jpg,healthy,healthy
C2P6E2.jpg,unhealthy,rust_level_4
C2P8E1.jpg,healthy,healthy
C2P8E2.jpg,unhealthy,red_spider_mite
C2P6H1.jpg,healthy,healthy
C2P6H2.jpg,unhealthy,rust_level_1
C2P7E1.jpg,healthy,healthy
C2P8H1.jpg,healthy,healthy
C2P7E2.jpg,unhealthy,red_spider_mite
C2P7H1.jpg,healthy,healthy
C2P9H2.jpg,unhealthy,red_spider_mite
C2P10E1.jpg,healthy,healthy
C2P10E2.jpg,unhealthy,red_spider_mite
C2P10H1.jpg,healthy,healthy
C2P8H2.jpg,unhealthy,red_spider_mite
C2P10H2.jpg,unhealthy,red_spider_mite
C2P9E2.jpg,unhealthy,red_spider_mite
C2P11E1.jpg,healthy,healthy
C2P9H1.jpg,healthy,healthy
C2P11E2.jpg,unhealthy,rust_level_2
C2P13E2.jpg,unhealthy,red_spider_mite
C2P11H1.jpg,healthy,healthy
C2P13H1.jpg,healthy,healthy
C2P11H2.jpg,unhealthy,rust_level_2
C2P13H2.jpg,unhealthy,red_spider_mite
C2P12E1.jpg,healthy,healthy
C2P14E1.jpg,healthy,healthy
C2P12E2.jpg,unhealthy,red_spider_mite
C2P14E2.jpg,unhealthy,red_spider_mite
C2P12H1.jpg,healthy,healthy
C2P12H2.jpg,unhealthy,red_spider_mite
C2P13E1.jpg,healthy,healthy
C2P16H2.jpg,unhealthy,rust_level_1
C2P14H1.jpg,healthy,healthy
C2P14H2.jpg,unhealthy,red_spider_mite
C2P17E1.jpg,healthy,healthy
C2P15E1.jpg,healthy,healthy
C2P17E2.jpg,unhealthy,red_spider_mite
C2P15E2.jpg,unhealthy,red_spider_mite
C2P17H1.jpg,healthy,healthy
C2P17H2.jpg,unhealthy,red_spider_mite
C2P18E1.jpg,healthy,healthy
C2P15H1.jpg,healthy,healthy
C2P18E2.jpg,unhealthy,red_spider_mite
C2P15H2.jpg,healthy,healthy
C2P16E1.jpg,healthy,healthy
C2P18H1.jpg,unhealthy,rust_level_1
C2P16E2.jpg,unhealthy,rust_level_1
C2P18H2.jpg,unhealthy,rust_level_1
C2P16H1.jpg,healthy,healthy
C2P19E1.jpg,healthy,healthy
C2P22E2.jpg,unhealthy,red_spider_mite
C2P19E2.jpg,unhealthy,red_spider_mite
C2P22H1.jpg,healthy,healthy
C2P19H1.jpg,unhealthy,rust_level_1
C2P22H2.jpg,unhealthy,rust_level_1
C2P19H2.jpg,healthy,healthy
C2P23E1.jpg,healthy,healthy
C2P22E1.jpg,healthy,healthy
C2P23E2.jpg,unhealthy,red_spider_mite
C2P23H1.jpg,healthy,healthy
C2P24E1.jpg,healthy,healthy
C2P23H2.jpg,healthy,healthy
C2P25H2.jpg,unhealthy,rust_level_1
C2P24E2.jpg,unhealthy,red_spider_mite
C2P24H1.jpg,healthy,healthy
C2P27E1.jpg,healthy,healthy
C2P24H2.jpg,unhealthy,rust_level_1
C2P27E2.jpg,unhealthy,red_spider_mite
C2P25E1.jpg,healthy,healthy
C2P27H1.jpg,healthy,healthy
C2P25E2.jpg,unhealthy,rust_level_1
C2P28H1.jpg,healthy,healthy
C2P30E1.jpg,healthy,healthy
C2P25H1.jpg,healthy,healthy
C2P30H1.jpg,healthy,healthy
C2P30H2.jpg,unhealthy,red_spider_mite
C2P31E1.jpg,healthy,healthy
C2P31E2.jpg,unhealthy,red_spider_mite
C2P31H1.jpg,healthy,healthy
C2P31H2.jpg,unhealthy,red_spider_mite
C2P33E1.jpg,healthy,healthy
C2P38H1.jpg,healthy,healthy
C2P38H2.jpg,unhealthy,rust_level_1
C2P30E2.jpg,unhealthy,red_spider_mite
C2P39E1.jpg,healthy,healthy
C2P33H1.jpg,healthy,healthy
C2P33H2.jpg,unhealthy,red_spider_mite
C2P39E2.jpg,unhealthy,red_spider_mite
C2P35E1.jpg,healthy,healthy
C2P39H1.jpg,healthy,healthy
C2P35H1.jpg,healthy,healthy
C2P39H2.jpg,unhealthy,rust_level_1
C2P35H2.jpg,unhealthy,red_spider_mite
C3P2E1.jpg,healthy,healthy
C2P38E1.jpg,healthy,healthy
C3P2E2.jpg,unhealthy,red_spider_mite
C2P38E2.jpg,unhealthy,red_spider_mite
C3P2H1.jpg,healthy,healthy
C3P2H2.jpg,unhealthy,rust_level_4
C3P4E1.jpg,healthy,healthy
C3P3E1.jpg,healthy,healthy
C3P3E2.jpg,unhealthy,red_spider_mite
C3P3H1.jpg,healthy,healthy
C3P3H2.jpg,unhealthy,red_spider_mite
C3P5H2.jpg,unhealthy,rust_level_1
C3P7E1.jpg,healthy,healthy
C3P8H1.jpg,healthy,healthy
C3P7E2.jpg,unhealthy,red_spider_mite
C3P9E1.jpg,healthy,healthy
C3P9E2.jpg,unhealthy,rust_level_4
C3P7H1.jpg,healthy,healthy
C3P7H2.jpg,healthy,healthy
C3P9H1.jpg,healthy,healthy
C3P8E1.jpg,healthy,healthy
C3P9H2.jpg,unhealthy,red_spider_mite
C3P8E2.jpg,unhealthy,rust_level_1
C3P10E1.jpg,healthy,healthy
C3P4E2.jpg,unhealthy,red_spider_mite
C3P10E2.jpg,unhealthy,red_spider_mite
C3P12E2.jpg,unhealthy,rust_level_2
C3P12H1.jpg,healthy,healthy
C3P12H2.jpg,unhealthy,rust_level_1
C3P13E1.jpg,healthy,healthy
C3P4H1.jpg,healthy,healthy
C3P13E2.jpg,unhealthy,rust_level_1
C3P13H1.jpg,healthy,healthy
C3P14E1.jpg,healthy,healthy
C3P10H1.jpg,healthy,healthy
C3P16E1.jpg,healthy,healthy
C3P10H2.jpg,unhealthy,rust_level_3
C3P12E1.jpg,healthy,healthy
C3P16E2.jpg,unhealthy,rust_level_1
C3P4H2.jpg,unhealthy,red_spider_mite
C3P16H1.jpg,unhealthy,rust_level_1
C3P14E2.jpg,unhealthy,rust_level_1
C3P14H1.jpg,healthy,healthy
C3P16H2.jpg,unhealthy,red_spider_mite
C3P14H2.jpg,unhealthy,rust_level_2
C3P19E1.jpg,healthy,healthy
C3P19E2.jpg,unhealthy,rust_level_1
C3P19H1.jpg,healthy,healthy
C3P21H1.jpg,healthy,healthy
C3P22E1.jpg,healthy,healthy
C3P22E2.jpg,unhealthy,red_spider_mite
C3P22H1.jpg,healthy,healthy
C3P5E1.jpg,healthy,healthy
C3P23E1.jpg,healthy,healthy
C3P5E2.jpg,unhealthy,red_spider_mite
C3P23E2.jpg,unhealthy,red_spider_mite
C3P5H1.jpg,healthy,healthy
C3P23H1.jpg,healthy,healthy
C3P23H2.jpg,unhealthy,rust_level_1
C3P24E1.jpg,healthy,healthy
C3P24E2.jpg,unhealthy,red_spider_mite
C3P24H1.jpg,healthy,healthy
C3P24H2.jpg,unhealthy,rust_level_1
C3P25E1.jpg,healthy,healthy
C3P25E2.jpg,unhealthy,rust_level_1
C3P25H1.jpg,healthy,healthy
C3P25H2.jpg,unhealthy,rust_level_2
C3P26E1.jpg,healthy,healthy
C3P26E2.jpg,unhealthy,red_spider_mite
C3P26H1.jpg,healthy,healthy
C3P26H2.jpg,healthy,healthy
C3P27E1.jpg,healthy,healthy
C3P27E2.jpg,unhealthy,rust_level_1
C3P27H1.jpg,healthy,healthy
C3P27H2.jpg,unhealthy,rust_level_3
C3P28E1.jpg,healthy,healthy
C3P28E2.jpg,unhealthy,rust_level_1
C3P29E1.jpg,healthy,healthy
C3P29E2.jpg,unhealthy,rust_level_1
C3P29H1.jpg,healthy,healthy
C3P30E1.jpg,healthy,healthy
C3P30E2.jpg,unhealthy,rust_level_1
C3P31E1.jpg,healthy,healthy
C3P31E2.jpg,unhealthy,rust_level_1
C3P31H1.jpg,healthy,healthy
C3P19H2.jpg,unhealthy,red_spider_mite
C3P31H2.jpg,unhealthy,rust_level_1
C3P32E1.jpg,healthy,healthy
C3P32E2.jpg,unhealthy,rust_level_1
C3P32H2.jpg,unhealthy,rust_level_1
C3P33E1.jpg,healthy,healthy
C3P33E2.jpg,unhealthy,rust_level_1
C3P33H1.jpg,healthy,healthy
C3P33H2.jpg,unhealthy,rust_level_1
C3P35E2.jpg,unhealthy,rust_level_1
C3P35H1.jpg,healthy,healthy
C3P35H2.jpg,unhealthy,rust_level_4
C3P37E1.jpg,healthy,healthy
C3P37E2.jpg,unhealthy,red_spider_mite
C3P37H2.jpg,unhealthy,rust_level_1
C3P38E2.jpg,unhealthy,red_spider_mite
C3P38H1.jpg,healthy,healthy
C3P39E1.jpg,healthy,healthy
C3P39E2.jpg,unhealthy,red_spider_mite
C3P39H2.jpg,unhealthy,rust_level_1
C4P1E1.jpg,healthy,healthy
C4P1E2.jpg,unhealthy,red_spider_mite
C4P1H1.jpg,healthy,healthy
C4P1H2.jpg,unhealthy,rust_level_1
C4P2E2.jpg,unhealthy,rust_level_1
C4P2H1.jpg,healthy,healthy
C4P4E1.jpg,healthy,healthy
C4P4H1.jpg,healthy,healthy
C4P4H2.jpg,unhealthy,red_spider_mite
C4P5E1.jpg,healthy,healthy
C4P5E2.jpg,unhealthy,red_spider_mite
C4P5H1.jpg,healthy,healthy
C4P6E2.jpg,unhealthy,red_spider_mite
C4P6H1.jpg,healthy,healthy
C4P6H2.jpg,unhealthy,red_spider_mite
C4P7E1.jpg,healthy,healthy
C4P7H1.jpg,healthy,healthy
C4P7H2.jpg,unhealthy,red_spider_mite
C4P9E2.jpg,unhealthy,red_spider_mite
C4P9H1.jpg,healthy,healthy
C4P10E1.jpg,healthy,healthy
C4P10H1.jpg,healthy,healthy
C4P10H2.jpg,unhealthy,red_spider_mite
C4P11E1.jpg,healthy,healthy
C4P11E2.jpg,unhealthy,rust_level_2
C4P11H1.jpg,healthy,healthy
C4P11H2.jpg,unhealthy,red_spider_mite
C3P20E1.jpg,healthy,healthy
C4P12E1.jpg,healthy,healthy
C3P20E2.jpg,unhealthy,rust_level_1
C3P20H1.jpg,healthy,healthy
C4P12H1.jpg,healthy,healthy
C3P20H2.jpg,unhealthy,rust_level_1
C4P12H2.jpg,unhealthy,rust_level_1
C3P21E1.jpg,healthy,healthy
C4P13E1.jpg,healthy,healthy
C3P21E2.jpg,unhealthy,rust_level_1
C3P15E1.jpg,healthy,healthy
C4P15E1.jpg,unhealthy,rust_level_1
C3P15E2.jpg,unhealthy,rust_level_2
C4P15H1.jpg,healthy,healthy
C4P15H2.jpg,unhealthy,rust_level_1
C3P15H1.jpg,healthy,healthy
C3P15H2.jpg,unhealthy,rust_level_1
C4P16E1.jpg,healthy,healthy
C4P13E2.jpg,unhealthy,red_spider_mite
C4P16E2.jpg,unhealthy,rust_level_1
C4P13H1.jpg,healthy,healthy
C4P16H2.jpg,unhealthy,rust_level_1
C4P13H2.jpg,unhealthy,rust_level_1
C4P17E1.jpg,healthy,healthy
C4P18E1.jpg,healthy,healthy
C4P20E2.jpg,unhealthy,rust_level_1
C4P18E2.jpg,unhealthy,rust_level_1
C4P18H2.jpg,unhealthy,rust_level_2
C4P21E1.jpg,healthy,healthy
C4P19E1.jpg,healthy,healthy
C4P21E2.jpg,unhealthy,rust_level_1
C4P19E2.jpg,unhealthy,red_spider_mite
C4P21H2.jpg,unhealthy,rust_level_3
C4P19H2.jpg,unhealthy,red_spider_mite
C4P22E1.jpg,healthy,healthy
C4P22E2.jpg,unhealthy,red_spider_mite
C4P20E1.jpg,healthy,healthy
C4P22H2.jpg,unhealthy,red_spider_mite
C4P23E1.jpg,unhealthy,red_spider_mite
C4P27E2.jpg,unhealthy,rust_level_1
C4P23E2.jpg,unhealthy,red_spider_mite
C4P27H1.jpg,healthy,healthy
C4P23H2.jpg,unhealthy,rust_level_1
C4P27H2.jpg,unhealthy,red_spider_mite
C4P28E2.jpg,unhealthy,red_spider_mite
C4P24E2.jpg,unhealthy,rust_level_1
C4P28H1.jpg,healthy,healthy
C4P25E2.jpg,unhealthy,red_spider_mite
C4P29E2.jpg,unhealthy,red_spider_mite
C4P29H2.jpg,unhealthy,rust_level_1
C4P30H1.jpg,healthy,healthy
C4P30H2.jpg,unhealthy,red_spider_mite
C4P31H1.jpg,healthy,healthy
C4P32H1.jpg,healthy,healthy
C4P32H2.jpg,unhealthy,red_spider_mite
C4P37H1.jpg,healthy,healthy
C4P38E1.jpg,healthy,healthy
C6P33H2.jpg,unhealthy,rust_level_2
C8P6E2.jpg,unhealthy,rust_level_2
C4P26E2.jpg,unhealthy,rust_level_1
C4P26H2.jpg,unhealthy,rust_level_1
C8P6H2.jpg,unhealthy,rust_level_3
C8P8E2.jpg,healthy,healthy
C4P38H1.jpg,healthy,healthy
C8P26E1.jpg,healthy,healthy
C4P38H2.jpg,unhealthy,rust_level_1
C4P39H1.jpg,healthy,healthy
C4P39H2.jpg,unhealthy,rust_level_2
C8P26H1.jpg,healthy,healthy
C4P40H1.jpg,healthy,healthy
C4P40H2.jpg,unhealthy,rust_level_1
C9P28H1.jpg,unhealthy,rust_level_4
C6P33E2.jpg,unhealthy,rust_level_1
C9P34E2.jpg,healthy,healthy
C1P1E2.jpg,unhealthy,rust_level_1
C9P34H2.jpg,healthy,healthy
C1P1H2.jpg,unhealthy,rust_level_1
C10P17E1.jpg,healthy,healthy
C10P20E2.jpg,unhealthy,rust_level_2
C1P2E1.jpg,healthy,healthy
C10P21E1.jpg,healthy,healthy
C1P2H2.jpg,unhealthy,rust_level_2
C12P3E1.jpg,healthy,healthy
C1P1E1.jpg,healthy,healthy
C1P4E1.jpg,healthy,healthy
C1P6E2.jpg,unhealthy,rust_level_2
C1P5E2.jpg,unhealthy,rust_level_1
C1P7E2.jpg,unhealthy,rust_level_2
C1P7H2.jpg,unhealthy,rust_level_2
C1P8E2.jpg,unhealthy,rust_level_1
C1P8H2.jpg,unhealthy,rust_level_2
C1P9E2.jpg,unhealthy,rust_level_2
C1P9H2.jpg,unhealthy,rust_level_2
C1P13H1.jpg,healthy,healthy
C1P13H2.jpg,unhealthy,rust_level_2
C1P5H2.jpg,unhealthy,rust_level_1
C1P14H1.jpg,healthy,healthy
C1P15E1.jpg,unhealthy,rust_level_1
C1P10E2.jpg,unhealthy,rust_level_1
C1P17E1.jpg,healthy,healthy
C1P10H2.jpg,unhealthy,rust_level_1
C1P17H2.jpg,unhealthy,rust_level_2
C1P11E1.jpg,healthy,healthy
C1P18E2.jpg,unhealthy,rust_level_1
C1P12E1.jpg,healthy,healthy
C1P19E1.jpg,healthy,healthy
C1P19E2.jpg,unhealthy,rust_level_3
C1P19H1.jpg,healthy,healthy
C1P12H1.jpg,healthy,healthy
C1P13E1.jpg,healthy,healthy
C1P13E2.jpg,unhealthy,rust_level_3
C1P19H2.jpg,unhealthy,rust_level_3
C1P21E2.jpg,unhealthy,rust_level_1
C1P20E1.jpg,healthy,healthy
C1P21H1.jpg,healthy,healthy
C1P20H1.jpg,healthy,healthy
C1P21E1.jpg,healthy,healthy
C1P22E1.jpg,healthy,healthy
C1P25E1.jpg,healthy,healthy
C1P22E2.jpg,unhealthy,rust_level_1
C1P25E2.jpg,unhealthy,rust_level_1
C1P23H2.jpg,unhealthy,rust_level_3
C1P24E1.jpg,healthy,healthy
C1P24H1.jpg,healthy,healthy
C1P27H2.jpg,unhealthy,rust_level_2
C1P28E2.jpg,unhealthy,rust_level_3
C1P29E2.jpg,unhealthy,rust_level_2
C1P30H1.jpg,healthy,healthy
C1P31E1.jpg,healthy,healthy
C1P31E2.jpg,unhealthy,rust_level_1
C1P31H1.jpg,healthy,healthy
C1P25H1.jpg,healthy,healthy
C1P32E1.jpg,healthy,healthy
C1P25H2.jpg,unhealthy,rust_level_1
C1P32H1.jpg,healthy,healthy
C1P33H2.jpg,unhealthy,rust_level_1
C1P26E1.jpg,healthy,healthy
C1P26E2.jpg,unhealthy,rust_level_2
C1P34E1.jpg,healthy,healthy
C1P26H2.jpg,unhealthy,rust_level_2
C1P34E2.jpg,unhealthy,rust_level_2
C1P39E1.jpg,healthy,healthy
C1P39E2.jpg,unhealthy,rust_level_1
C1P35E2.jpg,unhealthy,rust_level_1
C1P38E2.jpg,unhealthy,rust_level_1
C1P40E1.jpg,healthy,healthy
C2P27H2.jpg,unhealthy,rust_level_1
C1P40H2.jpg,unhealthy,rust_level_1
C2P1E2.jpg,healthy,healthy
C2P28E1.jpg,unhealthy,rust_level_1
C2P1H2.jpg,healthy,healthy
C2P28E2.jpg,healthy,healthy
C2P9E1.jpg,healthy,healthy
C2P28H2.jpg,unhealthy,rust_level_1
C3P13H2.jpg,unhealthy,red_spider_mite
C2P33E2.jpg,unhealthy,rust_level_1
C3P21H2.jpg,unhealthy,rust_level_1
C3P22H2.jpg,unhealthy,red_spider_mite
C2P35E2.jpg,unhealthy,red_spider_mite
C3P28H1.jpg,healthy,healthy
C3P8H2.jpg,unhealthy,rust_level_1
C3P28H2.jpg,unhealthy,rust_level_1
C3P30H2.jpg,unhealthy,rust_level_3
C3P29H2.jpg,unhealthy,rust_level_1
C3P32H1.jpg,healthy,healthy
C3P30H1.jpg,healthy,healthy
C3P35E1.jpg,healthy,healthy
C3P37H1.jpg,unhealthy,rust_level_1
C3P38E1.jpg,healthy,healthy
C4P2E1.jpg,healthy,healthy
C3P38H2.jpg,unhealthy,rust_level_4
C4P2H2.jpg,unhealthy,red_spider_mite
C3P39H1.jpg,healthy,healthy
C4P4E2.jpg,unhealthy,rust_level_1
C4P9H2.jpg,unhealthy,rust_level_1
C4P10E2.jpg,unhealthy,red_spider_mite
C4P12E2.jpg,unhealthy,rust_level_3
C4P15E2.jpg,unhealthy,red_spider_mite
C4P5H2.jpg,unhealthy,rust_level_2
C4P16H1.jpg,healthy,healthy
C4P6E1.jpg,healthy,healthy
C4P17E2.jpg,unhealthy,rust_level_1
C4P7E2.jpg,unhealthy,rust_level_1
C4P17H1.jpg,healthy,healthy
C4P17H2.jpg,unhealthy,rust_level_1
C4P9E1.jpg,healthy,healthy
C4P18H1.jpg,healthy,healthy
C4P19H1.jpg,healthy,healthy
C4P20H1.jpg,healthy,healthy
C4P23H1.jpg,healthy,healthy
C4P20H2.jpg,unhealthy,rust_level_1
C4P21H1.jpg,healthy,healthy
C4P22H1.jpg,healthy,healthy
C4P26E1.jpg,healthy,healthy
C4P26H1.jpg,healthy,healthy
C4P27E1.jpg,healthy,healthy
C4P28E1.jpg,healthy,healthy
C4P28H2.jpg,unhealthy,rust_level_3
C4P29E1.jpg,healthy,healthy
C4P29H1.jpg,healthy,healthy
C4P30E1.jpg,unhealthy,rust_level_1
C4P30E2.jpg,unhealthy,rust_level_1
C4P31E1.jpg,healthy,healthy
C4P31E2.jpg,unhealthy,rust_level_1
C4P31H2.jpg,unhealthy,rust_level_1
C4P40E2.jpg,unhealthy,rust_level_3
C5P1E1.jpg,healthy,healthy
C4P32E1.jpg,healthy,healthy
C4P32E2.jpg,unhealthy,rust_level_1
C4P37E1.jpg,healthy,healthy
C4P37E2.jpg,unhealthy,red_spider_mite
C4P37H2.jpg,unhealthy,rust_level_1
C4P38E2.jpg,unhealthy,rust_level_1
C4P39E1.jpg,healthy,healthy
C4P39E2.jpg,unhealthy,rust_level_1
C4P40E1.jpg,healthy,healthy
C5P4E2.jpg,unhealthy,rust_level_3
C5P4H1.jpg,healthy,healthy
C5P4H2.jpg,unhealthy,rust_level_2
C5P5E1.jpg,healthy,healthy
C5P5E2.jpg,unhealthy,rust_level_1
C5P5H1.jpg,healthy,healthy
C5P5H2.jpg,unhealthy,rust_level_1
C5P6E1.jpg,healthy,healthy
C5P6E2.jpg,unhealthy,rust_level_1
C5P6H1.jpg,healthy,healthy
C5P6H2.jpg,unhealthy,rust_level_1
C5P7E1.jpg,unhealthy,rust_level_1
C5P7E2.jpg,healthy,healthy
C5P7H1.jpg,unhealthy,rust_level_1
C5P7H2.jpg,healthy,healthy
C5P8E1.jpg,healthy,healthy
C5P8E2.jpg,unhealthy,rust_level_1
C5P8H1.jpg,healthy,healthy
C5P8H2.jpg,unhealthy,rust_level_1
C5P9E1.jpg,healthy,healthy
C5P9E2.jpg,unhealthy,rust_level_1
C4P24E1.jpg,healthy,healthy
C4P24H1.jpg,healthy,healthy
C4P24H2.jpg,unhealthy,rust_level_1
C4P25E1.jpg,healthy,healthy
C4P25H1.jpg,healthy,healthy
C4P25H2.jpg,unhealthy,red_spider_mite
C5P9H1.jpg,healthy,healthy
C5P9H2.jpg,unhealthy,rust_level_1
C5P10E1.jpg,unhealthy,rust_level_1
C5P10E2.jpg,healthy,healthy
C5P10H1.jpg,unhealthy,rust_level_1
C5P10H2.jpg,healthy,healthy
C5P11E1.jpg,unhealthy,rust_level_1
C5P11E2.jpg,healthy,healthy
C5P11H1.jpg,unhealthy,rust_level_1
C5P11H2.jpg,healthy,healthy
C5P12E1.jpg,unhealthy,rust_level_2
C5P12E2.jpg,healthy,healthy
C5P12H1.jpg,unhealthy,rust_level_3
C5P12H2.jpg,healthy,healthy
C5P13E1.jpg,healthy,healthy
C5P1E2.jpg,unhealthy,red_spider_mite
C5P4E1.jpg,healthy,healthy
C5P13E2.jpg,healthy,healthy
C5P13H1.jpg,healthy,healthy
C5P13H2.jpg,unhealthy,rust_level_1
C5P16E1.jpg,healthy,healthy
C5P16E2.jpg,unhealthy,rust_level_1
C5P16H1.jpg,healthy,healthy
C5P16H2.jpg,unhealthy,rust_level_1
C5P17E1.jpg,healthy,healthy
C5P17E2.jpg,unhealthy,rust_level_1
C5P17H1.jpg,healthy,healthy
C5P17H2.jpg,unhealthy,rust_level_1
C5P18E1.jpg,healthy,healthy
C5P18E2.jpg,unhealthy,rust_level_1
C5P18H1.jpg,healthy,healthy
C5P18H2.jpg,unhealthy,red_spider_mite
C5P19E1.jpg,healthy,healthy
C5P19E2.jpg,unhealthy,rust_level_1
C5P19H1.jpg,healthy,healthy
C5P19H2.jpg,unhealthy,rust_level_1
C5P1H1.jpg,healthy,healthy
C5P21E1.jpg,healthy,healthy
C5P1H2.jpg,unhealthy,red_spider_mite
C5P21E2.jpg,unhealthy,rust_level_1
C5P21H1.jpg,healthy,healthy
C5P21H2.jpg,unhealthy,rust_level_1
C5P2E1.jpg,healthy,healthy
C5P22E1.jpg,healthy,healthy
C5P22E2.jpg,unhealthy,rust_level_1
C5P2E2.jpg,unhealthy,red_spider_mite
C5P22H1.jpg,healthy,healthy
C5P2H1.jpg,healthy,healthy
C5P22H2.jpg,unhealthy,rust_level_1
C5P24E1.jpg,healthy,healthy
C5P2H2.jpg,unhealthy,red_spider_mite
C5P28E2.jpg,healthy,healthy
C5P24E2.jpg,unhealthy,red_spider_mite
C5P24H2.jpg,unhealthy,red_spider_mite
C5P24H1.jpg,healthy,healthy
C5P26H1.jpg,healthy,healthy
C5P25E1.jpg,healthy,healthy
C5P28H1.jpg,unhealthy,rust_level_1
C5P25E2.jpg,unhealthy,rust_level_1
C5P26H2.jpg,unhealthy,rust_level_4
C5P27E1.jpg,healthy,healthy
C5P25H1.jpg,healthy,healthy
C5P27H1.jpg,healthy,healthy
C5P27H2.jpg,healthy,healthy
C5P28E1.jpg,unhealthy,rust_level_1
C5P32H1.jpg,healthy,healthy
C5P32H2.jpg,healthy,healthy
C5P33E1.jpg,unhealthy,rust_level_2
C5P33E2.jpg,healthy,healthy
C5P33H1.jpg,unhealthy,rust_level_2
C5P25H2.jpg,unhealthy,rust_level_1
C5P33H2.jpg,healthy,healthy
C5P35E1.jpg,healthy,healthy
C5P35E2.jpg,unhealthy,rust_level_2
C5P35H1.jpg,healthy,healthy
C5P35H2.jpg,unhealthy,rust_level_2
C5P37E1.jpg,unhealthy,rust_level_1
C5P37E2.jpg,healthy,healthy
C5P37H1.jpg,healthy,healthy
C5P37H2.jpg,unhealthy,rust_level_1
C5P38E1.jpg,healthy,healthy
